name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Fiat Grande Punto EVO 1.3 Active,2014,13000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,22500,33000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,25000,38000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,13000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,13250,55000,Diesel,Individual,Manual,Second Owner
Mahindra Thar CRDe,2017,40000,26000,Diesel,Individual,Manual,Second Owner
Tata Safari Storme VX Varicor 400,2016,43499.95,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,34500,40000,Petrol,Individual,Manual,First Owner
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,41250,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LX BSIII,2006,8000,63230,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX CRDe,2006,15000,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI,2005,5000,100000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Asta 1.4 CRDi,2015,26500,77000,Diesel,Individual,Manual,Second Owner
Maruti Swift VXI Optional,2016,18000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2015,11000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2017,8900,35000,Petrol,Individual,Manual,First Owner
Mahindra Thar DI 4X2,2018,25750,5000,Diesel,Individual,Manual,First Owner
Maruti Ritz VXi,2014,15000,35000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2008,5250,90000,Diesel,Individual,Manual,First Owner
Tata Indica Vista TDI LX,2013,9250,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,7500,80000,Diesel,Individual,Manual,Second Owner
Fiat Grande Punto EVO 1.3 Active,2014,13000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,22500,33000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,25000,38000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,13000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,13250,55000,Diesel,Individual,Manual,Second Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,37500,15000,Petrol,Individual,Manual,First Owner
Mahindra Thar CRDe,2017,40000,26000,Diesel,Individual,Manual,Second Owner
Tata Safari Storme VX Varicor 400,2016,43499.95,80000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G1 BSIV,2012,47500,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,34500,40000,Petrol,Individual,Manual,First Owner
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,41250,120000,Diesel,Individual,Manual,First Owner
Maruti 800 Std,2013,8500,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2006,8000,63230,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX CRDe,2006,15000,120000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus A,2015,15750,45000,Petrol,Individual,Manual,Second Owner
Maruti 800 Std BSII,2006,4500,40000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI,2005,5000,100000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2008,3250,110000,Petrol,Individual,Manual,Third Owner
Hyundai Verna 1.6 CRDI,2012,15600,90000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza LDi,2018,35000,25000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,7500,47000,Petrol,Individual,Manual,First Owner
Renault Fluence 1.5,2013,22500,60000,Diesel,Individual,Manual,First Owner
Hyundai Verna Transform CRDi VGT ABS,2010,11499.95,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Ldi BSIII,2008,5550,120000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,12500,140000,Diesel,Individual,Manual,Second Owner
Ford Freestyle Titanium Plus Diesel,2019,37500,1001,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5P Titanium AT,2017,38700,1758,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5P Titanium AT,2018,35550,1452,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5D Titanium MT,2017,30000,35122,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2015,22750,92621,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,11250,92198,Petrol,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2019,32500,5000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT,2013,10000,50000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2016,43750,74000,Diesel,Individual,Automatic,First Owner
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,37500,40000,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire AMT VDI,2019,36250,22000,Diesel,Individual,Automatic,First Owner
Maruti Alto LXi,2007,5000,100000,Petrol,Individual,Manual,Second Owner
Tata Hexa XT,2019,55000,40000,Diesel,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,135000,30000,Diesel,Individual,Automatic,First Owner
Renault KWID RXT Optional,2016,14000,23000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2009,7500,30000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Safire,2010,10000,50000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2010,7400,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2011,12749.95,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,2013,18000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,4750,90000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLE BSIII,2007,9250,230000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet VX,2012,9250,40000,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2019,15000,15000,Petrol,Individual,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,2018,40000,40000,Petrol,Individual,Manual,First Owner
Maruti Zen LX,2000,3000,50000,Petrol,Individual,Manual,First Owner
Fiat Punto 1.2 Active,2010,4000,50000,Petrol,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,2018,25000,8000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,12500,35000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,12500,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI BSIII,2005,6250,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSII,2002,5000,80000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio M2DI,2010,24000,90000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 G80 K2,2018,16000,30000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2010,6500,70000,Petrol,Individual,Manual,Second Owner
Tata Indica DLS,2006,2850,80000,Diesel,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,2005,3750,60000,Petrol,Individual,Manual,First Owner
Maruti 800 DX,2003,3000,35000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008,6250,70000,Petrol,Individual,Manual,First Owner
Honda City 1.5 EXI S,2004,5250,100000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R LXI DUO BSIII,2008,6250,152000,LPG,Individual,Manual,Second Owner
Maruti Zen LXI,1998,3450,70000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX,2012,6500,90000,Diesel,Individual,Manual,Second Owner
Maruti Baleno Zeta 1.2,2019,31500,40000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-VTEC,2016,16500,50000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,17000,15000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,2006,3000,120000,Petrol,Individual,Manual,Third Owner
Tata Safari Storme EX,2014,27500,78322,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2014,24000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,15750,80000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Titanium 1.5 TDCi,2012,8250,120000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LS,2016,8500,125000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2018,27500,8000,Petrol,Individual,Manual,First Owner
Volkswagen Ameo 1.2 MPI Trendline,2018,23250,13000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,6000,80000,Diesel,Individual,Manual,Third Owner
Hyundai Verna 1.6 Xi ABS,2008,11000,54309,Petrol,Individual,Manual,First Owner
Ford Figo Diesel LXI,2011,9000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Aveo 1.6 LT,2006,7500,34600,Petrol,Individual,Manual,Third Owner
Tata Zest Revotron 1.2T XMS,2016,26000,25000,Petrol,Individual,Manual,First Owner
Tata Safari Storme EX,2013,21500,80000,Diesel,Individual,Manual,Third Owner
Mahindra Bolero DI DX 8 Seater,2009,15000,55000,Diesel,Individual,Manual,Second Owner
Hyundai Venue SX Opt Diesel,2020,50000,5000,Diesel,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2017,36250,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.4 EX,2011,25000,31000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI BS IV,2011,12500,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2018,35000,38217,Diesel,Individual,Manual,First Owner
Ford Figo Petrol ZXI,2011,9250,50000,Petrol,Individual,Manual,Third Owner
Maruti Ritz VDi,2011,10000,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2004,15750,110000,Diesel,Individual,Manual,Third Owner
Tata Hexa XT,2019,55000,40000,Diesel,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2001,2600,50000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 S,2017,30000,10000,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,2019,85000,10000,Diesel,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2015,22550,100000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,18500,60000,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,135000,30000,Diesel,Individual,Automatic,First Owner
Renault KWID RXT Optional,2016,14000,23000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,17500,30000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,2011,12500,50000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,10249.95,25000,Petrol,Individual,Manual,Second Owner
Maruti Ignis 1.2 Delta BSIV,2019,25000,15000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2009,7500,30000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2010,8750,45000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2009,8500,44800,Petrol,Individual,Manual,Second Owner
Tata Manza Aura Safire,2010,10000,50000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 E Plus,2018,40000,52000,Diesel,Individual,Manual,First Owner
Tata Hexa XTA,2017,60000,50000,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 J,2008,20000,35000,Petrol,Individual,Manual,Second Owner
Maruti Ritz VDi,2010,7400,100000,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 LS,2014,10000,100000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,14200,40000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI Minor,2007,4000,60000,Petrol,Individual,Manual,Third Owner
Chevrolet Beat PS,2014,8500,77000,Petrol,Individual,Manual,First Owner
Hyundai Accent Executive,2011,7500,60000,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Safire BS IV,2010,5500,77073,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Titanium,2016,20000,70000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna LPG,2013,13750,90000,LPG,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,40000,186000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio M2DI,2014,27500,90000,Diesel,Individual,Manual,First Owner
Maruti Alto LX BSIII,2007,6250,100000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,6750,80000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio LX BSIV,2012,17450,150000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,22900,80000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018,15000,35000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2008,4750,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,42500,50000,Diesel,Individual,Manual,First Owner
Ford Freestyle Titanium Diesel,2019,37500,25000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,9500,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2009,7500,70000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLE,2009,5749.95,106000,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.0 VX 7 Seater,2010,16000,120000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 CNG LXI Optional,2019,15000,120000,CNG,Individual,Manual,First Owner
Maruti Ritz LXi,2016,13750,160000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo 1.6 LT with ABS,2010,7000,120000,Petrol,Individual,Manual,Second Owner
Tata Altroz XZ,2020,41500,10000,Petrol,Individual,Manual,First Owner
Volkswagen Polo SR Petrol 1.2L,2013,19000,50000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.2,2010,7500,90000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2008,2500,70000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2008,7750,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2008,7750,100000,Diesel,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,15000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2018,15000,16584,Petrol,Dealer,Manual,First Owner
Tata Tiago 2019-2020 XE Diesel,2016,19250,38000,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2010,11050,51000,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.05 Revotorq XE,2016,19050,38000,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2015,12549.95,35000,Petrol,Dealer,Manual,First Owner
Hyundai Santro LS zipPlus,2002,3000,120000,Petrol,Individual,Manual,Third Owner
Tata Tiago 1.05 Revotorq XE,2016,19000,38000,Diesel,Dealer,Manual,First Owner
Skoda Laura L n K 1.9 PD,2008,9000,144000,Diesel,Individual,Manual,Third Owner
Maruti Ciaz ZDi Plus,2017,37550,64000,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2015,62500,60000,Diesel,Dealer,Automatic,First Owner
Hyundai EON 1.0 Era Plus,2014,11499.95,65000,Petrol,Dealer,Manual,First Owner
Tata Safari Storme EX,2019,62500,24000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,2014,39100,58000,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,39000,58000,Diesel,Dealer,Manual,Second Owner
Maruti Alto 800 LXI,2016,12250,68000,Petrol,Dealer,Manual,First Owner
Hyundai i20 1.4 CRDi Sportz,2011,16050,81257,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,25499.95,44000,Diesel,Dealer,Manual,First Owner
Tata Nano CX SE,2015,5500,45000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,20000,75000,Diesel,Dealer,Manual,First Owner
Maruti Swift VXI,2013,18500,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,2007,8750,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998,50000,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2013,4640,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,14550,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,4640,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,16750,110000,Diesel,Individual,Manual,Third Owner
Maruti Omni 8 Seater BSIV,2013,8500,35000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,14750,10000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2019,18750,10000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,10750,70000,Petrol,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,7500,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXI,2003,3000,5000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,2600,120000,Petrol,Individual,Manual,Third Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,4000,90000,LPG,Individual,Manual,Second Owner
Maruti Alto LX,2012,7000,70000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2008,6000,90000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,5500,120000,Diesel,Individual,Manual,Third Owner
Tata New Safari Dicor EX 4X2 BS IV,2012,14000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Etios VD,2016,22500,50000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7,2018,57500,58000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,2018,32500,15000,Diesel,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2015,15000,60000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,2015,3650,57000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,20000,87000,Diesel,Individual,Manual,Third Owner
Renault KWID 1.0 RXT Optional,2017,15000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AX,2012,15000,30000,Petrol,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,2012,22500,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2009,10000,100000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2019,29000,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,27500,3917,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,9500,160000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XT Option,2017,22500,35000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2014,11000,70000,Petrol,Individual,Manual,First Owner
Maruti SX4 ZXI MT BSIV,2012,15500,69069,Petrol,Dealer,Manual,First Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,32500,13500,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,2014,15000,59059,Petrol,Dealer,Manual,First Owner
Hyundai Accent Executive,2013,10000,70000,Petrol,Individual,Manual,First Owner
Honda Brio S MT,2012,14250,39039,Petrol,Dealer,Manual,First Owner
Honda Brio Exclusive Edition,2014,16750,33033,Petrol,Dealer,Manual,First Owner
Hyundai Verna Transform SX VTVT,2011,18500,55168,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2013,18750,41041,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2009,11750,67067,Petrol,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,2013,17250,66066,Petrol,Dealer,Automatic,First Owner
Mahindra Quanto C8,2013,18250,82082,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Sportz,2014,20000,48000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite Plus,2015,12500,30000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX CRDi AT,2012,23250,70070,Diesel,Dealer,Automatic,First Owner
Renault KWID RXT,2017,15000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI 1.2 BS IV,2018,32750,25000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2016,17500,30000,CNG,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.2 AT,2015,25000,50000,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 AT Asta,2015,23250,63063,Petrol,Dealer,Automatic,First Owner
Maruti Swift VDi BSIII W/ ABS,2008,13150,70000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2012,12500,90000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLE 1,1999,3000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Getz GLX,2005,3500,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Sail Hatchback 1.2 LS,2016,12500,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2016,11499.95,80000,Petrol,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LS,2011,9750,120000,Diesel,Individual,Manual,First Owner
Datsun RediGO S,2016,13500,22000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2017,32500,140000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2014,18500,80000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI Optional,2016,25499.95,40000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2011,14000,33000,Petrol,Individual,Manual,First Owner
Maruti A-Star Vxi,2010,9000,40000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,15000,10500,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2013,20000,107000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,2010,10500,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,2006,4500,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2010,11100,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,12000,50000,Petrol,Individual,Manual,Second Owner
Toyota Etios Liva GD,2013,22500,70000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Ambiente,2017,32500,6000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX Diesel,2010,10000,78000,Diesel,Dealer,Manual,Second Owner
Hyundai Verna SX Diesel,2011,10500,72000,Diesel,Dealer,Manual,Third Owner
Tata Nano Cx BSIV,2011,3750,9528,Petrol,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,22500,135200,Diesel,Dealer,Manual,First Owner
Hyundai i20 1.2 Sportz,2011,11000,58000,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,16250,78000,Diesel,Dealer,Manual,Second Owner
Tata Zest Revotron 1.2T XE,2018,22500,45000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,41250,35000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLS,2007,6250,76000,Petrol,Dealer,Manual,Third Owner
Mahindra Xylo D2 BS IV,2015,21749.95,100000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio SLE BSIV,2011,24249.95,99000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2009,8750,80000,Diesel,Individual,Manual,Third Owner
Honda Civic 1.8 S MT,2006,11000,120000,Petrol,Individual,Manual,Third Owner
Honda BR-V i-VTEC VX MT,2020,62500,1100,Petrol,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2017,10750,34000,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,2014,31250,68000,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,30750,15000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel PS,2012,6500,58000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS eLX BS IV,2013,8750,50300,Diesel,Individual,Manual,First Owner
Tata Indigo CR4,2011,7500,70000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,2011,9750,60000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga 1.5 VDI,2020,27500,90000,Diesel,Individual,Manual,First Owner
Isuzu D-Max V-Cross Standard,2018,75000,40000,Diesel,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,20000,80000,Petrol,Individual,Manual,Second Owner
Nissan Kicks XV Premium D BSIV,2019,67500,15000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2015,10850,45000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2011,14500,130000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018,35000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 Base,2014,8750,40000,Petrol,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,28750,80000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2016,19000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIV,2013,17500,151624,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Optional,2012,22500,160000,Diesel,Individual,Manual,First Owner
Hyundai Santro AT CNG,2005,6500,110000,CNG,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2015,16000,74820,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2014,27500,82000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,18500,50000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,5749.95,70000,Petrol,Individual,Manual,Second Owner
Ford Ecosport Sports Petrol,2020,55000,1000,Petrol,Individual,Manual,First Owner
Hyundai Tucson CRDi,2006,8500,170000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2008,4000,150000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,47500,17000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,21250,150000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2015,25000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG eRLX Euro III,2005,3500,170000,Petrol,Individual,Manual,Third Owner
Honda Amaze S i-Dtech,2013,17450,120000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Sportz,2012,16500,90000,Petrol,Individual,Manual,Third Owner
Hyundai Santro Xing GLS,2010,6000,90000,Petrol,Individual,Manual,Third Owner
Hyundai Verna 1.6 SX CRDi (O),2013,21500,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2014,19500,90000,Diesel,Individual,Manual,First Owner
Nissan Micra Diesel XV Primo,2012,11250,129000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,17500,186000,Diesel,Individual,Automatic,Second Owner
Tata Sumo LX,2009,5000,66778,Diesel,Individual,Manual,First Owner
